DecayParticle1_Name DecayParticle1_isBoson DecayParticle1_mass DecayParticle1_E DecayParticle1_px DecayParticle1_py DecayParticle1_pz DecayParticle2_Name DecayParticle2_isBoson DecayParticle2_mass DecayParticle2_E DecayParticle2_px DecayParticle2_py DecayParticle2_pz
b_quark 0 4.18 111.115 31 98 42 b_quark 0 4.18 85.1732 54 -55 -36
W+ 1 80.4 139.679 -94 -31 -57 W- 1 80.4 86.0358 24 1 19
b_quark 0 4.18 144.757 -104 -11 -100 b_quark 0 4.18 195.621 183 0 69
b_quark 0 4.18 166.05 95 -103 89 b_quark 0 4.18 148.938 -78 120 -41
W+ 1 80.4 161.165 102 -95 9 W- 1 80.4 271.12 -197 168 3
W+ 1 80.4 180.901 -144 -62 41 W- 1 80.4 251.836 212 93 58
b_quark 0 4.18 82.0882 -54 18 59 b_quark 0 4.18 167.519 116 -30 -117
b_quark 0 4.18 92.5174 90 -9 19 b_quark 0 4.18 123.4 -35 -88 79
b_quark 0 4.18 123.909 14 -88 86 b_quark 0 4.18 139.526 60 91 -87
b_quark 0 4.18 125.74 -96 -4 -81 b_quark 0 4.18 128.458 104 22 72
tau+ 0 1.78 218.291 -108 -128 140 tau- 0 1.78 198.154 169 51 -90
tau+ 0 1.78 142.314 8 131 -55 tau- 0 1.78 175.066 41 -170 -8
b_quark 0 4.18 164.081 120 29 108 b_quark 0 4.18 137.98 -27 -54 -124
b_quark 0 4.18 194.377 -120 -54 -143 b_quark 0 4.18 79.8966 43 49 46
b_quark 0 4.18 118.926 -74 -55 -75 b_quark 0 4.18 126.248 109 62 -14
b_quark 0 4.18 139.701 115 57 55 b_quark 0 4.18 69.9605 -59 10 36
W+ 1 80.4 169.582 134 -33 57 W- 1 80.4 215.892 -193 40 36
b_quark 0 4.18 201.585 145 135 37 b_quark 0 4.18 210.363 -191 -85 23
b_quark 0 4.18 213.463 -149 -92 122 b_quark 0 4.18 187.466 90 151 -65
b_quark 0 4.18 76.7624 69 -5 -33 b_quark 0 4.18 114.116 -36 -75 78
b_quark 0 4.18 101.624 85 54 -13 b_quark 0 4.18 174.833 -161 -62 28
b_quark 0 4.18 156.088 64 -81 117 b_quark 0 4.18 114.819 -71 30 -85
b_quark 0 4.18 155.652 -139 -20 -67 b_quark 0 4.18 217.151 201 -56 60
b_quark 0 4.18 149.41 -92 -111 39 b_quark 0 4.18 198.286 140 140 10
b_quark 0 4.18 156.12 150 -40 -16 b_quark 0 4.18 171.124 -159 -41 -48
b_quark 0 4.18 143.998 19 -49 134 b_quark 0 4.18 225.895 21 29 -223
Z 1 91.2 101.619 -6 38 23 Z 1 91.2 115.509 44 -8 55
b_quark 0 4.18 111.635 58 -84 -45 b_quark 0 4.18 80.8546 -70 36 -18
W+ 1 80.4 117.005 76 -9 37 W- 1 80.4 170.962 -118 -74 -58
b_quark 0 4.18 128.4 103 -42 64 b_quark 0 4.18 160.03 -30 106 -116
b_quark 0 4.18 193.482 145 3 128 b_quark 0 4.18 198.211 -109 -58 -155
b_quark 0 4.18 131.964 63 42 108 b_quark 0 4.18 86.374 29 -19 -79
b_quark 0 4.18 182.681 53 135 111 b_quark 0 4.18 245.062 29 -219 -106
W+ 1 80.4 214.108 -43 -148 -125 W- 1 80.4 273.719 108 137 195
b_quark 0 4.18 141.949 -72 32 118 b_quark 0 4.18 168.471 152 19 -70
b_quark 0 4.18 170.963 149 -41 73 b_quark 0 4.18 141.377 -105 79 -52
W+ 1 80.4 163.698 -56 131 6 W- 1 80.4 133.38 -27 -66 79
b_quark 0 4.18 136.486 -19 -77 -111 b_quark 0 4.18 229.265 92 116 175
b_quark 0 4.18 179.278 135 97 -67 b_quark 0 4.18 196.567 -106 -72 149
W+ 1 80.4 171.354 39 -116 -89 W- 1 80.4 286.409 -118 189 161
b_quark 0 4.18 181.382 103 -103 -108 b_quark 0 4.18 242.005 -198 52 129
b_quark 0 4.18 215.776 77 142 143 b_quark 0 4.18 169.123 -109 -120 -48
b_quark 0 4.18 151.15 44 43 138 b_quark 0 4.18 125.074 0 -115 -49
b_quark 0 4.18 69.2999 14 -10 67 b_quark 0 4.18 142.823 -66 91 -88
b_quark 0 4.18 104.262 72 38 65 b_quark 0 4.18 159.243 11 46 -152
b_quark 0 4.18 142.487 -83 20 114 b_quark 0 4.18 238.503 169 -9 -168
b_quark 0 4.18 127.403 -22 99 -77 b_quark 0 4.18 85.9679 64 -54 19
b_quark 0 4.18 128.131 -100 0 80 b_quark 0 4.18 183.8 100 7 -154
b_quark 0 4.18 81.9175 32 65 -38 b_quark 0 4.18 207.568 65 -149 129
b_quark 0 4.18 207.874 136 77 137 b_quark 0 4.18 163.745 -107 -111 -55
b_quark 0 4.18 176.294 89 145 -46 b_quark 0 4.18 276.62 -120 -226 105
b_quark 0 4.18 113.906 68 -62 -67 b_quark 0 4.18 207.9 -135 158 4
W+ 1 80.4 111.535 -70 -20 26 W- 1 80.4 123.73 93 0 14
b_quark 0 4.18 157.081 -56 -136 -55 b_quark 0 4.18 279.389 -22 234 151
b_quark 0 4.18 102.125 -66 -70 34 b_quark 0 4.18 137.635 91 86 57
b_quark 0 4.18 228.957 -148 -112 -134 b_quark 0 4.18 317.79 181 116 234
b_quark 0 4.18 154.83 -31 -65 -137 b_quark 0 4.18 205.333 -52 64 188
tau+ 0 1.78 154.7 138 -39 58 tau- 0 1.78 135.249 -134 -3 18
b_quark 0 4.18 159.917 114 -92 64 b_quark 0 4.18 259.797 -210 119 -96
b_quark 0 4.18 134.252 -1 119 62 b_quark 0 4.18 214.391 9 -197 -84
b_quark 0 4.18 171.276 86 -131 -69 b_quark 0 4.18 294.534 -174 189 144
b_quark 0 4.18 185.457 -143 2 118 b_quark 0 4.18 107.77 78 67 -32
b_quark 0 4.18 207.939 -143 124 86 b_quark 0 4.18 165.95 125 -109 -4
b_quark 0 4.18 83.8718 80 16 19 b_quark 0 4.18 141.08 -114 49 67
b_quark 0 4.18 135.807 -71 29 -112 b_quark 0 4.18 79.2936 25 -13 74
W+ 1 80.4 185 -106 118 51 W- 1 80.4 114.513 32 -21 -72
b_quark 0 4.18 227.799 117 145 131 b_quark 0 4.18 208.143 -57 -144 -139
b_quark 0 4.18 114.169 7 -58 98 b_quark 0 4.18 221.627 76 85 -190
b_quark 0 4.18 175.255 99 -36 140 b_quark 0 4.18 81.0091 -51 10 -62
W+ 1 80.4 136.474 6 91 -62 W- 1 80.4 114.373 30 -71 -26
W+ 1 80.4 190.258 147 50 75 W- 1 80.4 272.122 -215 25 -144
b_quark 0 4.18 142.364 -119 -67 -40 b_quark 0 4.18 204.016 41 150 132
b_quark 0 4.18 102.369 15 74 -69 b_quark 0 4.18 135.659 -115 -20 69
b_quark 0 4.18 154.746 140 -60 27 b_quark 0 4.18 159.432 -149 -40 40
W+ 1 80.4 174.706 108 -105 37 W- 1 80.4 157.204 -82 95 50
b_quark 0 4.18 152.031 134 -36 -62 b_quark 0 4.18 57.0129 -44 36 1
b_quark 0 4.18 186.651 126 -48 -129 b_quark 0 4.18 244.31 -202 65 121
b_quark 0 4.18 169.784 116 53 112 b_quark 0 4.18 276.54 -180 -131 -164
W+ 1 80.4 164.238 55 -51 122 W- 1 80.4 157.516 -41 5 -129
W+ 1 80.4 196.622 34 -136 -112 W- 1 80.4 238.212 -45 184 120
b_quark 0 4.18 104.735 -24 -70 74 b_quark 0 4.18 95.1602 -17 10 -93
W+ 1 80.4 146.305 66 93 -44 W- 1 80.4 200.609 20 -136 122
b_quark 0 4.18 91.534 6 -66 -63 b_quark 0 4.18 76.1477 -73 14 16
b_quark 0 4.18 129.663 -15 21 127 b_quark 0 4.18 70.8341 -62 16 -30
b_quark 0 4.18 143.776 111 -67 62 b_quark 0 4.18 187.033 -130 108 -80
W+ 1 80.4 131.606 24 38 94 W- 1 80.4 161.323 -123 36 -56
b_quark 0 4.18 76.5145 19 70 24 b_quark 0 4.18 130.39 62 -12 -114
b_quark 0 4.18 136.013 -68 -117 -13 b_quark 0 4.18 133.047 104 78 -28
b_quark 0 4.18 123.578 -86 -17 87 b_quark 0 4.18 179.169 -2 88 -156
b_quark 0 4.18 106.506 61 -39 78 b_quark 0 4.18 182.69 2 123 -135
b_quark 0 4.18 129.917 34 24 -123 b_quark 0 4.18 149.166 -98 -23 110
b_quark 0 4.18 178.54 75 -125 -103 b_quark 0 4.18 188.397 -104 156 18
b_quark 0 4.18 130.501 122 23 -40 b_quark 0 4.18 188.007 -132 -108 79
b_quark 0 4.18 162.836 -76 -141 -29 b_quark 0 4.18 242.775 87 187 128
b_quark 0 4.18 207.452 137 -81 -133 b_quark 0 4.18 301.165 -119 169 219
b_quark 0 4.18 94.8814 -50 73 34 b_quark 0 4.18 71.0033 32 -52 -36
tau+ 0 1.78 179.081 109 131 55 tau- 0 1.78 198.336 -93 -171 38
Z 1 91.2 114.033 53 14 -41 Z 1 91.2 135.578 -68 -56 -48
W+ 1 80.4 175.257 143 61 -9 W- 1 80.4 235.816 -170 -142 -9
b_quark 0 4.18 95.3912 -9 -51 -80 b_quark 0 4.18 194.603 69 46 176
b_quark 0 4.18 67.694 -4 65 18 b_quark 0 4.18 130.259 97 -71 50
b_quark 0 4.18 247.373 146 134 148 b_quark 0 4.18 276.497 -153 -220 -68
W+ 1 80.4 145.537 -92 -77 18 W- 1 80.4 147.913 43 101 58
b_quark 0 4.18 81.5995 16 79 12 b_quark 0 4.18 89.2271 -2 -64 -62
b_quark 0 4.18 195.682 119 47 148 b_quark 0 4.18 182.117 -24 -133 -122
b_quark 0 4.18 128.792 -28 69 105 b_quark 0 4.18 195.771 24 -22 -193
W+ 1 80.4 119.821 41 64 46 W- 1 80.4 108.573 42 -46 38
b_quark 0 4.18 43.6861 39 -3 19 b_quark 0 4.18 63.2335 52 11 -34
b_quark 0 4.18 179.52 -53 -140 -99 b_quark 0 4.18 178.806 -29 117 132
b_quark 0 4.18 84.9439 49 -21 66 b_quark 0 4.18 159.08 -143 22 -66
W+ 1 80.4 196.876 128 -114 -54 W- 1 80.4 175.48 -93 56 112
tau+ 0 1.78 136.324 -73 114 -16 tau- 0 1.78 144.693 90 -112 17
tau+ 0 1.78 83.7506 45 69 -15 tau- 0 1.78 184.068 -145 -57 98
b_quark 0 4.18 164.495 46 106 -117 b_quark 0 4.18 151.319 -20 -24 148
b_quark 0 4.18 202.476 137 -87 -121 b_quark 0 4.18 219.238 -92 172 100
W+ 1 80.4 192.131 -80 -121 97 W- 1 80.4 224.44 58 168 -111
b_quark 0 4.18 167.73 116 112 -46 b_quark 0 4.18 226.754 -72 -210 -46
b_quark 0 4.18 180.007 -44 -100 -143 b_quark 0 4.18 123.978 -28 112 45
W+ 1 80.4 192.45 4 -106 139 W- 1 80.4 211.653 -100 42 -163
b_quark 0 4.18 115.328 -43 -97 -45 b_quark 0 4.18 194.194 -37 126 143
b_quark 0 4.18 137.624 113 23 -75 b_quark 0 4.18 110.546 -69 71 49
b_quark 0 4.18 197.551 88 136 113 b_quark 0 4.18 195.853 -60 -105 -154
b_quark 0 4.18 179.554 -54 145 91 b_quark 0 4.18 244.359 -38 -185 -155
b_quark 0 4.18 157.973 37 -112 -105 b_quark 0 4.18 125.74 24 24 121
tau+ 0 1.78 168.556 -70 -132 -78 tau- 0 1.78 212.286 137 162 -7
b_quark 0 4.18 144.137 -11 69 -126 b_quark 0 4.18 127.838 -46 -72 95
b_quark 0 4.18 83.2134 15 -81 -11 b_quark 0 4.18 92.647 21 58 -69
b_quark 0 4.18 156.855 -48 9 -149 b_quark 0 4.18 134.935 35 -102 81
W+ 1 80.4 129.523 96 30 -14 W- 1 80.4 140.304 -88 -1 74
W+ 1 80.4 184.703 79 -133 -61 W- 1 80.4 149.285 7 118 43
b_quark 0 4.18 159.532 55 -58 138 b_quark 0 4.18 189.001 -134 108 -78
W+ 1 80.4 121.865 -39 79 25 W- 1 80.4 203.539 -56 -178 -12
W+ 1 80.4 166.07 -135 -51 -17 W- 1 80.4 175.73 140 41 -56
W+ 1 80.4 91.7069 31 -16 27 W- 1 80.4 146.963 45 103 50
b_quark 0 4.18 155.185 128 -25 84 b_quark 0 4.18 158.125 -87 16 -131
b_quark 0 4.18 88.9127 52 0 -72 b_quark 0 4.18 164.37 26 -82 140
b_quark 0 4.18 132.573 98 -27 -85 b_quark 0 4.18 187.434 -79 -48 163
b_quark 0 4.18 162.553 142 -79 -1 b_quark 0 4.18 188.201 -89 165 -16
W+ 1 80.4 198.346 70 131 104 W- 1 80.4 168.55 -142 -41 -10
b_quark 0 4.18 176.257 6 127 122 b_quark 0 4.18 270.672 -106 -147 -201
Z 1 91.2 201.845 128 118 -46 Z 1 91.2 145.322 -34 -107 14
b_quark 0 4.18 174.286 -71 -114 111 b_quark 0 4.18 241.471 63 99 -211
W+ 1 80.4 186.307 126 93 61 W- 1 80.4 221.933 -115 -171 -18
b_quark 0 4.18 160.145 10 140 77 b_quark 0 4.18 199.896 81 -182 16
b_quark 0 4.18 193.885 -53 122 141 b_quark 0 4.18 149.594 -27 -104 -104
b_quark 0 4.18 109.025 -76 -3 78 b_quark 0 4.18 103.143 78 -21 -64
b_quark 0 4.18 123.509 81 24 90 b_quark 0 4.18 44.2546 -41 14 -8
b_quark 0 4.18 175.95 114 -101 88 b_quark 0 4.18 190.975 -123 90 -115
b_quark 0 4.18 124.657 7 -113 52 b_quark 0 4.18 142.613 74 34 -117
b_quark 0 4.18 122.395 95 77 -3 b_quark 0 4.18 29.2997 -16 -12 21
b_quark 0 4.18 144.764 -93 -29 107 b_quark 0 4.18 180.182 136 104 -56
b_quark 0 4.18 141.377 5 -8 -141 b_quark 0 4.18 118.64 -41 91 64
b_quark 0 4.18 131.482 -129 -10 -23 b_quark 0 4.18 178.489 119 96 92
W+ 1 80.4 189.024 104 -69 -117 W- 1 80.4 143.994 -101 -10 63
W+ 1 80.4 177.082 -137 -35 -70 W- 1 80.4 217.642 178 -2 96
b_quark 0 4.18 189.186 122 -143 -21 b_quark 0 4.18 217.264 -208 59 21
b_quark 0 4.18 204.945 143 44 140 b_quark 0 4.18 308.135 -213 40 -219
b_quark 0 4.18 44.6595 14 -10 -41 b_quark 0 4.18 109.236 -95 51 17
b_quark 0 4.18 74.2864 -26 64 27 b_quark 0 4.18 126.864 56 -110 -29
tau+ 0 1.78 84.4048 71 -44 12 tau- 0 1.78 112.237 -112 -1 -7
Z 1 91.2 214.689 -141 118 63 Z 1 91.2 222.411 138 -116 -93
b_quark 0 4.18 209.758 -139 114 -108 b_quark 0 4.18 268.912 214 -16 162
b_quark 0 4.18 84.832 13 41 73 b_quark 0 4.18 128.454 -27 25 -123
b_quark 0 4.18 205.143 -105 -129 -120 b_quark 0 4.18 180.176 129 66 107
b_quark 0 4.18 104.84 -43 -95 -10 b_quark 0 4.18 58.9192 18 51 23
b_quark 0 4.18 134.623 -81 -84 -67 b_quark 0 4.18 164.02 -14 33 160
b_quark 0 4.18 123.626 -33 4 -119 b_quark 0 4.18 144.179 60 -81 103
W+ 1 80.4 178.97 5 65 146 W- 1 80.4 255.459 -49 15 -237
b_quark 0 4.18 126.386 46 -36 112 b_quark 0 4.18 218.308 -61 48 -204
b_quark 0 4.18 109.929 105 -31 -9 b_quark 0 4.18 197.973 -176 62 -66
b_quark 0 4.18 108.51 -28 -98 -37 b_quark 0 4.18 173.722 68 113 113
W+ 1 80.4 171.838 148 -34 -2 W- 1 80.4 193.841 -170 -37 29
b_quark 0 4.18 154.07 32 -150 14 b_quark 0 4.18 114.142 -11 113 11
b_quark 0 4.18 194.996 129 -121 82 b_quark 0 4.18 229.075 -121 136 -139
b_quark 0 4.18 156.459 -59 55 134 b_quark 0 4.18 67.4646 9 -33 -58
b_quark 0 4.18 159.798 86 -101 -89 b_quark 0 4.18 289.821 -181 157 163
b_quark 0 4.18 178.041 -134 -117 -6 b_quark 0 4.18 197.946 53 184 50
b_quark 0 4.18 152.939 -141 24 -54 b_quark 0 4.18 80.346 46 -29 59
b_quark 0 4.18 157.526 44 19 -150 b_quark 0 4.18 208.666 8 32 206
b_quark 0 4.18 141.977 18 -54 130 b_quark 0 4.18 193.006 -75 45 -172
W+ 1 80.4 218.806 -104 136 110 W- 1 80.4 215.14 124 -154 -27
b_quark 0 4.18 109.629 -6 -42 101 b_quark 0 4.18 77.7912 3 -29 -72
b_quark 0 4.18 173.053 -128 -111 35 b_quark 0 4.18 178.391 74 127 -101
b_quark 0 4.18 142.683 -54 1 132 b_quark 0 4.18 154.002 57 -1 -143
b_quark 0 4.18 226.16 145 -135 -109 b_quark 0 4.18 331.189 -232 129 198
b_quark 0 4.18 202.434 -137 -148 17 b_quark 0 4.18 287.513 179 221 -42
b_quark 0 4.18 124.332 -14 58 -109 b_quark 0 4.18 79.3629 -19 -68 36
b_quark 0 4.18 92.1166 -24 -76 -46 b_quark 0 4.18 133.8 46 37 120
b_quark 0 4.18 93.96 -59 -67 -29 b_quark 0 4.18 69.3648 49 37 32
W+ 1 80.4 213.235 -35 -126 148 W- 1 80.4 229.883 93 113 -158
b_quark 0 4.18 161.231 -108 33 -115 b_quark 0 4.18 123.909 112 -46 26
W+ 1 80.4 209.681 109 135 86 W- 1 80.4 246.004 -57 -201 -102
tau+ 0 1.78 148.352 -134 55 32 tau- 0 1.78 171.64 164 44 25
b_quark 0 4.18 156.056 76 -8 136 b_quark 0 4.18 271.329 -165 -69 -204
b_quark 0 4.18 192.56 -125 -134 -59 b_quark 0 4.18 203.879 181 52 78
b_quark 0 4.18 111.6 -49 44 90 b_quark 0 4.18 162.356 18 37 -157
W+ 1 80.4 172.98 87 -108 -65 W- 1 80.4 219.739 6 203 24
b_quark 0 4.18 193.852 132 -141 -16 b_quark 0 4.18 235.099 -206 83 77
W+ 1 80.4 158.37 -106 -55 66 W- 1 80.4 109.864 9 62 -41
b_quark 0 4.18 183.097 31 -115 -139 b_quark 0 4.18 266.052 63 134 221
b_quark 0 4.18 204.261 37 140 -144 b_quark 0 4.18 233.751 18 -207 107
b_quark 0 4.18 149.544 -27 -124 79 b_quark 0 4.18 211.224 -59 194 -59
W+ 1 80.4 171.517 -123 60 -65 W- 1 80.4 103.504 62 18 -9
b_quark 0 4.18 143.173 85 -110 -34 b_quark 0 4.18 206.096 -167 112 45
W+ 1 80.4 225.4 150 -105 104 W- 1 80.4 239.462 -163 78 -135
b_quark 0 4.18 182.067 55 109 -135 b_quark 0 4.18 210.539 38 -121 168
W+ 1 80.4 111.849 31 -18 69 W- 1 80.4 106.368 -25 65 0
tau+ 0 1.78 154.289 -44 29 145 tau- 0 1.78 159.324 84 10 -135
W+ 1 80.4 195.072 -38 -97 144 W- 1 80.4 297.229 6 166 -233
b_quark 0 4.18 93.96 -45 45 -69 b_quark 0 4.18 141.25 62 -49 117
b_quark 0 4.18 186.744 -58 136 -114 b_quark 0 4.18 213.611 74 -170 106
tau+ 0 1.78 93.0439 -42 -71 -43 tau- 0 1.78 75.5723 -58 38 30
W+ 1 80.4 170.286 148 2 -25 W- 1 80.4 160.73 -119 -5 72
b_quark 0 4.18 133.235 21 -83 102 b_quark 0 4.18 168.936 -21 84 -145
b_quark 0 4.18 166.708 117 33 114 b_quark 0 4.18 177.641 -49 -107 -133
W+ 1 80.4 168.434 -91 80 85 W- 1 80.4 266.254 129 -175 -131
b_quark 0 4.18 130.964 3 130 15 b_quark 0 4.18 219.999 3 -202 -87
b_quark 0 4.18 162.624 -78 -43 136 b_quark 0 4.18 191.511 -3 125 -145
W+ 1 80.4 118.267 47 -33 -65 W- 1 80.4 134.652 41 -31 95
b_quark 0 4.18 44.0621 0 -30 -32 b_quark 0 4.18 85.437 -35 69 36
b_quark 0 4.18 200.834 -116 -125 106 b_quark 0 4.18 254.975 155 67 -191
b_quark 0 4.18 136.874 -85 86 -64 b_quark 0 4.18 69.3504 34 -6 60
b_quark 0 4.18 156.2 -75 -120 66 b_quark 0 4.18 128.049 63 109 -23
W+ 1 80.4 163.521 95 -15 -105 W- 1 80.4 229.866 -130 95 143
b_quark 0 4.18 115.67 7 52 103 b_quark 0 4.18 230.118 -107 -68 -192
tau+ 0 1.78 152.703 85 -123 31 tau- 0 1.78 74.7875 -46 57 15
b_quark 0 4.18 122.387 -7 -64 104 b_quark 0 4.18 194.421 -79 121 -130
b_quark 0 4.18 140.419 -134 40 12 b_quark 0 4.18 224.313 207 -63 59
W+ 1 80.4 167.297 -68 104 78 W- 1 80.4 123.261 68 -36 -53
b_quark 0 4.18 170.899 12 -122 -119 b_quark 0 4.18 234.439 -28 212 96
tau+ 0 1.78 209.755 -137 144 67 tau- 0 1.78 201.14 182 -83 21
b_quark 0 4.18 156.957 -92 -127 -5 b_quark 0 4.18 201.153 10 189 68
b_quark 0 4.18 190.401 129 135 37 b_quark 0 4.18 114.623 -39 -56 -92
b_quark 0 4.18 147.545 -22 98 -108 b_quark 0 4.18 91.4684 43 -58 56
tau+ 0 1.78 130.588 60 83 81 tau- 0 1.78 124.584 -97 -5 -78
b_quark 0 4.18 217.068 -144 -123 106 b_quark 0 4.18 249.394 176 90 -152
b_quark 0 4.18 187.37 -135 -113 64 b_quark 0 4.18 274.704 225 54 -148
Z 1 91.2 203.768 106 -148 8 Z 1 91.2 278.409 -116 217 -93
b_quark 0 4.18 156.852 -95 122 -26 b_quark 0 4.18 239.972 182 -107 114
b_quark 0 4.18 140.92 69 -14 -122 b_quark 0 4.18 123.282 -86 72 51
b_quark 0 4.18 118.741 -112 -13 -37 b_quark 0 4.18 198.86 162 -72 90
b_quark 0 4.18 156.887 -12 146 -56 b_quark 0 4.18 274.508 77 -228 132
b_quark 0 4.18 126.663 124 -25 -5 b_quark 0 4.18 131.067 -81 90 -50
b_quark 0 4.18 99.0327 75 42 49 b_quark 0 4.18 124.898 -122 -13 23
b_quark 0 4.18 100.382 43 67 -61 b_quark 0 4.18 167.695 -8 -166 22
b_quark 0 4.18 40.2302 1 32 -24 b_quark 0 4.18 130.891 65 -59 97
b_quark 0 4.18 160.267 72 -120 -78 b_quark 0 4.18 255.614 -129 154 158
b_quark 0 4.18 80.6131 9 -80 0 b_quark 0 4.18 93.3995 -29 44 77
b_quark 0 4.18 145.47 -118 -76 38 b_quark 0 4.18 214.438 151 146 43
b_quark 0 4.18 144.515 53 -97 93 b_quark 0 4.18 155.056 -114 -2 -105
b_quark 0 4.18 220.489 -94 141 -141 b_quark 0 4.18 237.686 142 -157 108
W+ 1 80.4 134.585 -68 -80 -25 W- 1 80.4 197.778 146 106 -10
b_quark 0 4.18 123.221 -6 73 -99 b_quark 0 4.18 130.213 95 -32 83
b_quark 0 4.18 113.993 41 -100 36 b_quark 0 4.18 63.9959 21 39 46
b_quark 0 4.18 197.174 130 -54 138 b_quark 0 4.18 279.611 -191 110 -172
W+ 1 80.4 216.698 125 62 -145 W- 1 80.4 254.372 -126 -34 203
Z 1 91.2 198.352 124 97 -79 Z 1 91.2 237.115 -169 -63 124
b_quark 0 4.18 129.377 -26 93 -86 b_quark 0 4.18 181.305 -27 -178 21
b_quark 0 4.18 243.913 -132 -144 146 b_quark 0 4.18 302.381 99 204 -200
Z 1 91.2 148.696 56 81 -64 Z 1 91.2 187.081 -83 -137 -32
tau+ 0 1.78 107.174 73 -15 -77 tau- 0 1.78 112.739 27 -37 103
b_quark 0 4.18 115.812 -25 113 -1 b_quark 0 4.18 130.512 116 -14 58
b_quark 0 4.18 156.242 -115 12 -105 b_quark 0 4.18 117.777 110 35 23
b_quark 0 4.18 120.745 0 99 69 b_quark 0 4.18 188.737 -30 -180 -48
b_quark 0 4.18 130.807 14 -16 -129 b_quark 0 4.18 172.158 -42 31 164
b_quark 0 4.18 181.886 -98 31 150 b_quark 0 4.18 248.412 129 -55 -205
b_quark 0 4.18 145.919 -79 -75 97 b_quark 0 4.18 46.8879 31 34 -8
W+ 1 80.4 197.816 53 -143 -97 W- 1 80.4 168.494 -106 103 9
b_quark 0 4.18 172.831 69 -144 -66 b_quark 0 4.18 82.3497 -22 54 58
tau+ 0 1.78 167.658 136 -31 -93 tau- 0 1.78 216.95 -116 22 182
b_quark 0 4.18 70.537 15 -37 -58 b_quark 0 4.18 116.647 15 58 100
b_quark 0 4.18 173.498 110 40 -128 b_quark 0 4.18 168.129 -52 -111 115
tau+ 0 1.78 42.1446 20 -37 2 tau- 0 1.78 89.1245 -78 -40 16
b_quark 0 4.18 127.932 -112 21 58 b_quark 0 4.18 136.596 86 38 -99
b_quark 0 4.18 144.515 -25 111 89 b_quark 0 4.18 75.6074 -9 -17 -73
b_quark 0 4.18 122.766 95 -77 10 b_quark 0 4.18 123.978 -71 54 86
b_quark 0 4.18 125.791 -50 115 9 b_quark 0 4.18 124.078 115 -28 37
b_quark 0 4.18 125.353 -64 -92 -56 b_quark 0 4.18 238.616 124 138 150
b_quark 0 4.18 110.216 -15 -104 -33 b_quark 0 4.18 190.718 44 182 36
b_quark 0 4.18 171.355 100 -52 129 b_quark 0 4.18 242.335 -36 142 -193
W+ 1 80.4 185.09 -77 147 -16 W- 1 80.4 233.979 121 -179 40
b_quark 0 4.18 201.791 147 -7 138 b_quark 0 4.18 265.664 -140 -28 -224
b_quark 0 4.18 128.271 -4 6 128 b_quark 0 4.18 126.754 12 -56 -113
tau+ 0 1.78 137.303 130 -10 -43 tau- 0 1.78 239.594 -217 92 43
b_quark 0 4.18 136.486 -61 -79 -93 b_quark 0 4.18 160.582 91 -8 132
W+ 1 80.4 244.043 134 136 129 W- 1 80.4 281.407 -169 -154 -143
b_quark 0 4.18 161.714 78 -139 27 b_quark 0 4.18 278.472 -160 227 -20
Z 1 91.2 190.432 43 -147 67 Z 1 91.2 184.95 -17 160 0
b_quark 0 4.18 236.134 130 149 129 b_quark 0 4.18 287.509 -212 -184 -62
W+ 1 80.4 178.309 108 -21 -115 W- 1 80.4 180.702 -110 92 75
b_quark 0 4.18 41.5629 -27 -30 -9 b_quark 0 4.18 102.306 83 14 58
b_quark 0 4.18 139.35 116 -77 -4 b_quark 0 4.18 66.2606 -49 26 -36
b_quark 0 4.18 80.7866 -8 78 19 b_quark 0 4.18 39.4775 2 4 39
W+ 1 80.4 154.745 108 -63 43 W- 1 80.4 217.81 -163 22 -118
b_quark 0 4.18 182.108 -133 -96 79 b_quark 0 4.18 191.446 111 52 -147
b_quark 0 4.18 115.145 -46 -10 105 b_quark 0 4.18 89.1935 -40 67 -43
b_quark 0 4.18 92.674 -5 -25 89 b_quark 0 4.18 161.998 45 99 -120
W+ 1 80.4 201.182 84 -145 77 W- 1 80.4 236.381 -156 140 -74
b_quark 0 4.18 112.479 -13 -96 57 b_quark 0 4.18 177.917 8 162 -73
b_quark 0 4.18 174.858 -62 95 133 b_quark 0 4.18 209.09 146 -88 -121
b_quark 0 4.18 174.79 145 10 97 b_quark 0 4.18 207.676 -102 -32 -178
b_quark 0 4.18 220.899 141 -127 -113 b_quark 0 4.18 151.778 -127 43 71
b_quark 0 4.18 203.442 129 -87 -131 b_quark 0 4.18 211.557 -77 1 197
b_quark 0 4.18 199.077 -138 121 77 b_quark 0 4.18 135.068 100 -51 -75
b_quark 0 4.18 109.318 27 40 98 b_quark 0 4.18 154.053 -95 53 -109
tau+ 0 1.78 150.55 -35 59 134 tau- 0 1.78 170.403 47 -152 -61
W+ 1 80.4 86.4301 14 27 9 W- 1 80.4 85.6164 16 -9 -23
tau+ 0 1.78 211.33 112 108 -143 tau- 0 1.78 203.087 -146 -130 55
b_quark 0 4.18 214.92 133 -128 -110 b_quark 0 4.18 194.503 -118 151 33
W+ 1 80.4 158.853 -93 80 61 W- 1 80.4 154.513 11 -108 -75
b_quark 0 4.18 160.871 -105 26 119 b_quark 0 4.18 215.034 135 -21 -166
W+ 1 80.4 240.961 -143 150 93 W- 1 80.4 240.861 85 -159 -138
